"bundesland","kategorie","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Niedersachsen","Jungrinder über 8 Monate bis 1 Jahr, weiblich",330837,326531,350219,352271,350958,344091,357293,360098,368351,388689,382934,381571,390405,381359,385515,398213,409312,408094,408205,404722,397459,377192,376034,378255,399143,389514,397392,397784,401973,398358,389483,389346,392702,385946,409172,373973,375319,355940,343576,346069,343133,325514,307190,294489,296294,293700,291463,278800,282900,244379,230400,227924,210400,208261,206000,202700,198800,193844,180808,116825,127385,127288,132586,133101,137669,138263,137790,134615,128914,121938,119540
"Niedersachsen","Rinder 1 bis unter 2 Jahre, männlich",44566,42177,47921,52820,48541,51196,53774,63494,68235,79525,89742,99473,117114,118084,118220,133611,146324,141481,148693,160974,169030,170063,171519,201798,211858,220512,230946,245208,247786,250156,246699,246340,246291,249056,269911,308317,296233,321181,323307,344480,356322,347110,329149,326642,328965,326613,314207,295600,303600,321710,319100,351197,336400,333611,311700,291500,313500,303875,322221,310770,286345,276524,278924,299294,290237,270784,271358,260923,268114,251912,229712
"Niedersachsen","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47189,53862,50110,45677,48512,50611,45366,63087,70610,55390,54856,67122,76782,67978,68369,53458,57080,59832,59829,48586,44918,32775,35108,35720,34500,34900,35714,34400,37454,38900,30174,28800,28300,24900,35552,14300,13737,17861,18984,19809,19113,18860,19938,21543,22392,22008,22567,20529
"Niedersachsen","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354874,363762,371695,376846,383825,386376,394464,374399,387031,402213,415063,411775,425208,402602,395973,392734,398971,388560,385002,375703,364279,378813,382472,390164,386700,388300,382964,369500,357724,332500,330853,327000,315500,321000,312022,329750,338349,336371,329800,340380,350482,356232,366429,359393,349975,341708,327490,320039
"Niedersachsen","Rinder 2 Jahre und älter, Bullen und Ochsen",36526,31574,35941,31816,32426,33652,33113,35480,40569,39668,48194,47896,52732,51562,55754,63568,45038,60653,66567,69932,71249,72490,73258,35168,35214,33010,34791,37416,36761,35940,46436,52822,45101,52007,52456,58152,52373,52467,47683,51658,46875,42861,42015,39022,41062,40521,34871,31800,33200,45220,46900,43862,38000,31572,30800,25500,30900,31965,21627,24010,20183,16740,15263,16654,17218,16901,17191,15115,15295,14906,14747
"Niedersachsen","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12633,14850,12372,11402,11864,12437,11629,11231,9370,9310,9164,12443,15763,14334,16406,12737,13397,16558,14054,12148,12258,11439,14533,13044,13800,17400,11899,13200,18067,15100,11617,10500,9200,9600,8713,3701,3794,5197,5045,4830,4860,4997,5056,5263,5836,5645,5277,4485
"Niedersachsen","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126164,123333,123911,126428,135013,136541,145500,139437,130197,142270,149724,134630,151903,138444,126365,137283,127979,131642,134782,128723,124112,134635,140640,144447,149800,156800,152001,159000,160576,155100,151209,150000,143400,142600,144931,158097,155511,152768,146251,140386,147001,145761,143939,143012,140187,130622,125178,115703
"Niedersachsen","Rinder 2 Jahre und älter, Milchkühe",1030032,1030529,1046120,1056227,1025902,993631,988312,959245,978454,999605,1020239,1026207,1034553,1013698,1023439,1045273,1039790,1037131,1044340,1053683,1024595,991588,1015807,1032028,1007903,1010737,1029519,1035727,1040647,1056223,1080037,1090997,1125063,1192676,1148008,1121548,1089765,1009660,1002938,990044,949545,902559,869559,852934,863260,872599,860808,827300,807600,794337,758400,762780,738500,748056,743700,733000,707900,709417,765141,773249,776442,791845,804069,838490,845318,865357,860932,865218,849192,831813,822178
"Niedersachsen","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13352,15226,22982,24390,22400,21724,19580,18228,19610,23076,23665,17610,17552,22139,16970,17917,16923,21678,23682,29836,30622,58732,59187,63706,61561,68005,67900,69300,73922,76300,81887,78000,73508,72400,76200,71200,73032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niedersachsen","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",9075,8004,12197,11196,11344,11429,10881,12243,8935,7574,9493,10094,12410,12506,15241,17744,21193,19227,17966,19338,9038,7509,7527,11697,11140,8581,8701,10384,12112,13634,10812,7575,8370,8273,13179,12265,15110,20072,20301,23831,32497,22770,19851,20319,18838,27196,17799,22000,24800,21989,32900,36165,28600,23007,23600,21500,19300,20762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Niedersachsen","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79076,78108,70809,66733,69927,70593,71031,70330,71112,69425,69641,68251,69316
"Nordrhein-Westfalen","Kälber bis einschließlich 8 Monate",71289,85665,95179,94374,104056,108146,117214,121244,141639,137119,160317,174980,171061,159388,180834,190435,191360,191224,188539,190753,184185,178314,192864,246767,258975,256928,264451,267313,272353,289440,292872,294781,304244,320082,348724,322733,330807,324703,322652,325370,326332,290520,296305,288215,284423,286665,267404,253600,244800,270391,263100,242728,236200,232584,235600,237300,221900,218655,247109,337361,340546,340019,343583,343465,342861,337402,327270,326327,313890,300963,291201
"Nordrhein-Westfalen","Jungrinder über 8 Monate bis 1 Jahr, männlich",28192,32024,38894,36009,41830,48447,61797,68470,78525,95495,110691,134546,137902,123990,136204,151238,159364,156462,162298,173842,176349,167358,179179,182553,193951,196770,198648,203276,208495,209107,212102,207053,219251,228470,245264,254543,235590,242978,236928,240721,255299,228238,221503,209717,204397,190447,180768,178900,162800,142558,141000,139428,132900,133724,126400,130900,129400,128283,132064,87943,85759,86313,90198,90054,88787,89214,85902,87462,82196,78732,77547
"Nordrhein-Westfalen","Jungrinder über 8 Monate bis 1 Jahr, weiblich",193211,205068,222287,212279,218059,214880,226135,230502,233640,237890,242777,247609,243792,235806,243287,246836,253973,256377,255281,252955,245690,230288,229330,219048,223833,219554,220038,212279,212245,209621,210246,212452,207317,212902,211493,199552,195760,184849,178016,175135,185095,174934,166381,156894,162917,160804,160260,152400,144100,129595,123200,120427,113600,112403,108200,110000,101600,107678,99775,65512,68257,67298,68830,69741,71424,72335,71714,67938,64398,62527,62054
"Nordrhein-Westfalen","Rinder 1 bis unter 2 Jahre, männlich",15119,15149,18200,18837,18473,22951,28728,33231,36384,52158,59061,69575,84260,78776,81537,99263,110084,112032,116877,130931,142010,144697,151279,145597,167219,176611,183129,188386,203290,204426,203343,209806,210018,231047,230614,261844,240735,247875,255713,262886,274912,260825,244705,242115,242987,233130,217669,193300,199800,198480,207800,203395,189500,183983,170200,174700,182000,175177,189617,188012,179991,178997,180563,191947,190822,183155,191714,180797,186680,180087,172511
"Nordrhein-Westfalen","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55783,56382,53408,51847,52525,53496,50022,49337,48054,46245,48639,51994,49338,56931,57105,46838,47033,53140,52437,49861,43015,45228,43672,46199,43600,41100,40302,46700,39659,35300,31876,27000,31300,23000,29481,10318,10152,13909,14818,15345,14672,14655,15300,15990,16364,15718,16213,14274
"Nordrhein-Westfalen","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229464,205292,208196,203890,202945,205533,210734,208631,214272,219465,225311,219286,232096,211846,201691,206187,199901,205382,196322,194856,196843,191108,194074,195531,184600,188500,183983,178600,168179,159300,159895,156800,154800,156000,154635,179693,181179,178061,174302,175998,179569,185500,189009,184535,179189,170903,163264,161385
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, Bullen und Ochsen",20455,18682,18972,18112,16950,18273,18457,20185,20305,20764,25821,30220,35322,30906,33303,35319,38480,37040,40435,41288,42534,41423,41590,22455,38186,38298,36406,36883,36348,33920,30742,21317,28147,NA,28321,24287,29640,NA,32180,27743,30320,26550,24533,17887,24051,22529,24258,22600,17700,31060,21300,27582,23000,23581,21100,14700,17100,21809,14328,14977,14177,11279,9474,10308,10342,10155,10027,9422,9594,9249,9574
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11774,8993,7291,7271,7083,8290,7452,7323,6509,6217,NA,7245,7118,8657,NA,8192,NA,10527,9538,8417,6673,8200,11181,9516,9800,9800,7809,8800,12397,9000,7838,6400,6400,6100,6456,2105,2234,3082,2893,2702,2646,2860,2923,3003,3228,3165,3014,2650
"Nordrhein-Westfalen","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86232,63312,63277,61927,65236,64319,67319,67449,67034,67552,67288,64061,68112,64475,62735,68939,64300,67974,65390,66671,66596,65983,66902,72913,72800,76000,69590,67700,71140,65000,64877,63200,64400,60100,59418,78710,76772,77476,71224,67169,68553,69576,70172,68548,66627,62258,59546,54625
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, Milchkühe",820629,841029,850814,856285,829258,805280,790508,775535,784525,789348,810781,818826,810118,793177,795098,797232,795000,791041,787623,779373,734697,701820,702312,696143,663086,659891,654735,644719,629748,627933,629199,625159,637933,665558,639416,622448,609669,567056,558773,550567,526669,494994,478122,468748,477961,467976,462164,451200,422200,418898,391300,404110,387500,391607,384000,382500,363700,371918,390190,396400,398132,400415,402952,417665,420572,423042,417214,417588,409449,401403,397824
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12232,14160,19778,23115,21025,20432,19101,20162,21095,21523,21058,19616,16075,20587,17908,20777,20382,23316,27564,34112,35031,53631,56534,60372,62631,63053,59700,64900,65163,67200,69578,69900,68148,69000,69600,66000,66055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",8836,10028,10981,10516,10582,10527,11127,13419,10708,8287,10403,13692,14722,10719,11706,11677,12841,16140,13893,13656,11066,9303,8455,11208,10538,8544,8364,9502,11962,9706,10677,8636,8081,8621,10114,8931,10883,NA,16864,NA,20404,13539,12537,11101,11977,13300,11443,11700,16000,9579,12800,15160,10900,8296,7300,7200,8400,6923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nordrhein-Westfalen","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77417,77247,72058,67314,64585,64959,66043,65774,65615,64503,63361,62374,62613
"Rheinland-Pfalz","Kälber bis einschließlich 8 Monate",54122,62459,59605,55079,59580,63806,66982,67962,72156,75667,77979,83170,75738,69202,74747,77240,82026,82657,77805,75244,72361,68070,67017,101939,100647,94186,94816,96235,94092,92888,94391,87627,84730,86033,86725,85228,76046,73430,71384,69192,70804,64411,61794,61711,60855,60903,60176,58700,55400,66073,66000,67162,61400,57335,53700,54000,53900,54009,57761,71996,68649,68735,65577,67046,69953,66075,64925,62308,61638,60655,57335
"Rheinland-Pfalz","Jungrinder über 8 Monate bis 1 Jahr, männlich",23807,26272,30245,27073,27055,32636,40427,41803,43320,52076,58372,66873,68125,64432,70281,76250,81537,78818,80256,81248,80865,75873,73055,68263,67053,65161,62118,61285,62624,58618,57846,56118,50468,51544,50187,47141,44130,39720,39464,36126,38577,38556,34617,31824,31562,31327,29592,26700,26800,19482,19200,18630,19000,17707,15800,16300,16000,17291,15692,9730,8790,8144,8579,8883,8870,8146,8125,7585,7224,8418,7399
"Rheinland-Pfalz","Jungrinder über 8 Monate bis 1 Jahr, weiblich",87687,89286,95554,91032,88255,90262,93602,96985,96740,101036,101324,99858,99077,93573,96814,96204,99945,99708,100266,98638,95870,89932,88291,77474,77501,75590,74393,74205,76111,74510,74793,75672,71632,71556,70983,69800,67303,65075,59963,58597,56251,56529,50358,50250,49113,49759,48927,49400,47900,41216,38400,39670,38000,36307,34800,35400,35000,34863,32715,21030,21315,20799,20679,21028,21409,21248,20732,20375,19547,18952,18963
"Rheinland-Pfalz","Rinder 1 bis unter 2 Jahre, männlich",16660,17730,19337,19423,16887,19509,23897,25028,25309,25320,32180,41922,44422,47729,42036,54831,62191,63422,64863,69360,70487,66257,62715,68589,67361,68186,61735,66379,69150,68165,64674,65130,58325,54970,55649,57949,53653,50135,49461,47331,45423,42733,40256,35457,37644,33928,35750,31000,29900,28122,28100,24138,26900,24524,23300,20100,20700,21755,24434,23371,20411,18332,17826,19036,19292,18019,17048,17319,16187,17123,18043
"Rheinland-Pfalz","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20202,22446,19116,16812,17980,18818,18699,19201,18353,16443,16261,19669,17572,17811,17541,14982,11910,13387,15242,11816,10679,10159,9763,9590,9700,9500,10872,11100,11027,10200,9240,8300,7600,7600,8298,3662,3575,4911,5243,5374,5088,5053,5106,5419,5580,5327,5733,4710
"Rheinland-Pfalz","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63394,64412,69404,69053,71798,74271,76253,74710,74266,77728,75807,73718,74558,72104,70371,69599,71987,65654,62271,59138,61330,59348,61971,62393,61100,58500,59467,57900,54119,55800,52859,52300,51000,52400,51509,56772,56792,53931,52098,51979,52469,53183,54074,52693,50984,48960,48130,47410
"Rheinland-Pfalz","Rinder 2 Jahre und älter, Bullen und Ochsen",25248,23239,20984,19067,15899,14467,15011,14453,12798,11611,13510,13611,13030,12920,10477,13456,13648,12800,11273,12426,12832,11728,15315,7062,6979,6248,5371,6337,6395,6636,6012,5052,5623,4816,5183,6980,5765,5824,5012,4478,5073,3571,4822,4439,5321,5393,5347,4600,4900,7063,7500,9633,5900,5627,4600,6200,6000,4885,5807,5874,5377,4569,4115,4642,4603,4419,4427,4487,4462,4457,4588
"Rheinland-Pfalz","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2529,3069,2544,2283,2833,4770,5007,4898,6172,4740,5068,5137,6079,5200,5445,5095,3800,5494,4774,4247,3199,3428,3374,3407,3400,3600,1906,2300,2348,2100,1764,2000,1100,1300,1281,752,820,1124,1063,1033,1029,1080,1040,1072,1194,1229,1140,1022
"Rheinland-Pfalz","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24497,26009,27989,25663,29645,27779,31282,29880,27319,29552,31002,28438,32359,31026,31081,32376,35246,33018,32066,30778,30586,29574,30576,32475,33800,32000,31887,32800,30666,29800,27338,27800,26500,24900,24250,27052,26751,27047,24944,23990,24938,24464,23550,23197,23094,22181,20938,19640
"Rheinland-Pfalz","Rinder 2 Jahre und älter, Milchkühe",366000,372126,371401,367484,357593,345574,344355,336244,326828,326025,334569,336943,326679,311980,302324,298432,298190,296936,293783,288452,267798,252398,250933,250365,241521,238689,232831,237281,238423,235806,234610,228359,227983,230306,227428,219960,216081,201649,198871,191809,180420,166096,155398,154610,150866,148500,148461,142000,136000,136392,130500,131903,130000,126587,125200,122400,118100,117284,119265,118398,118955,117783,116758,119444,119947,118107,113621,112171,108203,105618,104111
"Rheinland-Pfalz","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2581,3119,3559,2325,4075,5590,4170,4636,5302,6687,5853,7135,6953,9299,9192,11039,13427,14300,17223,22665,28845,41077,44528,47469,50880,48723,47600,49900,52208,53700,52731,50700,48161,47400,47400,46300,45588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheinland-Pfalz","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",2284,3425,3989,4880,4593,4089,4592,4874,3786,3129,3187,3235,3333,3078,2983,3784,4501,4329,4593,4705,4791,3776,2895,5291,4638,3602,3331,4141,5223,5049,5228,4863,4028,3840,4843,5015,4163,5235,3804,3956,5502,5106,2952,2398,2722,3076,2525,2200,2200,2540,3900,4155,3700,3006,2400,1700,1500,1788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rheinland-Pfalz","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47668,45714,43544,41350,39454,39859,40375,39771,39625,38944,38165,37946,37702
"Saarland","Kälber bis einschließlich 8 Monate",NA,NA,NA,3610,3386,3522,3639,3901,4736,5637,5256,5937,5314,5607,5999,6397,6845,7262,7155,6748,6614,6478,6486,10986,9971,9445,9034,9616,9453,9050,9354,7973,8356,8710,10147,8458,9029,9318,8918,8650,8974,8409,8189,8137,8076,8274,8601,8000,8200,10565,9900,10116,9400,9682,8800,9000,8500,8609,9132,11325,9091,9393,9452,9272,9588,8987,8681,8156,8318,7986,7955
"Saarland","Jungrinder über 8 Monate bis 1 Jahr, männlich",NA,NA,NA,1072,824,736,1036,1118,1523,2077,2527,3268,3755,3899,4935,5764,6886,6793,7545,8140,8254,8156,7642,7670,8031,7486,6922,7113,7328,7045,7218,6777,6958,6351,6131,6608,6258,5674,5791,5496,5811,5742,5288,5145,4568,4290,4532,4200,4500,3381,3500,3278,3300,3157,2700,3100,2400,2765,2582,1440,1405,1336,1447,1538,1464,1424,1254,1088,1073,1359,1121
"Saarland","Jungrinder über 8 Monate bis 1 Jahr, weiblich",NA,NA,NA,9095,7533,6729,7287,7529,8187,9030,9568,9445,9994,9307,9889,9770,10039,9813,9995,9739,9285,9225,8307,7946,8444,8125,8089,7977,7884,8120,7824,8116,7698,7488,7332,7427,7060,6557,6356,6516,6520,6256,6192,6374,6325,5921,5913,6300,6200,4636,5000,4875,4700,4672,4700,4500,4300,4443,4168,2598,2783,2846,2986,3060,2960,2935,2901,2782,2459,2599,2397
"Saarland","Rinder 1 bis unter 2 Jahre, männlich",NA,NA,NA,864,559,539,657,610,765,890,1343,1737,2192,2558,2464,3575,4492,5141,5235,6054,6624,7013,6922,7109,6867,7034,6101,6826,7792,8154,7581,7710,7156,7736,7303,7764,7800,7535,7906,7694,7620,6672,6612,6201,6228,6140,5912,5600,5400,5558,4800,5034,5100,4521,4100,3700,3800,3884,4173,3745,3335,3095,3031,3342,3474,3191,3014,2910,2549,2636,2824
"Saarland","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270,2753,2282,1695,2201,1814,2067,1780,1767,1652,1286,1906,3177,1812,1691,1788,1828,1405,2061,1240,1030,1063,1151,1212,1000,1200,1031,1300,1426,1500,1428,1100,1200,900,1279,535,534,729,726,843,807,778,791,807,845,748,785,654
"Saarland","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6199,6675,7150,7115,7075,7478,7602,7901,7994,7851,8146,7365,8152,7440,7899,7485,7179,7260,7330,6940,7149,7334,6899,7554,7700,7200,7442,6800,7033,6500,7017,6900,6300,6600,6464,7099,7191,6935,6525,6901,7174,7291,7230,6918,6867,6304,6068,6184
"Saarland","Rinder 2 Jahre und älter, Bullen und Ochsen",NA,NA,NA,770,608,506,537,535,523,580,635,776,929,1012,768,1269,1520,1465,1501,1431,1724,1640,1702,990,1110,859,756,940,899,967,948,1025,1012,794,1008,880,774,957,784,836,763,546,590,704,729,860,763,700,800,743,1200,1464,1400,816,1100,700,600,699,922,909,766,702,616,686,752,670,677,679,695,623,621
"Saarland","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,397,475,408,344,414,334,346,334,271,350,321,579,582,572,559,669,533,574,589,368,343,265,331,384,400,500,289,200,216,200,210,300,100,200,223,105,115,154,145,135,141,155,153,150,163,160,143,120
"Saarland","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2091,2241,2374,2400,2439,2585,2506,2730,3165,2960,3121,2559,3324,2911,3115,3009,2906,3066,3087,3311,3284,2893,3509,3449,3500,4100,4012,4000,3987,4200,3576,3500,3200,3300,3191,3485,3336,3385,3249,2998,3231,3338,3293,3151,3089,2884,2608,2296
"Saarland","Rinder 2 Jahre und älter, Milchkühe",NA,NA,NA,46588,45597,44470,42641,39451,37616,35189,35258,34816,34138,32994,31844,31152,31077,30385,30605,30637,29070,28175,27948,27925,26732,26033,25813,26030,26203,26166,25641,25305,26174,25411,24453,23527,23974,22931,22548,22399,20731,18981,18189,17708,17720,17026,17271,16500,15700,16599,15000,15611,14200,14801,14000,13900,13200,13421,14140,14084,14292,14324,14639,14930,14978,14726,14230,13883,13504,13286,12980
"Saarland","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,565,601,704,702,1010,695,985,783,931,1453,1243,540,1846,2039,2333,2081,2040,2443,2952,4057,5124,6350,7082,6949,7283,7540,8000,8100,8146,8400,8873,9200,8363,8300,7800,7700,7968,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saarland","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",NA,NA,NA,625,640,527,566,573,566,570,503,585,426,519,564,694,749,793,803,752,545,460,466,669,536,486,340,416,482,487,514,321,308,399,459,431,426,436,491,539,500,352,278,286,401,359,184,300,200,137,300,244,1100,217,300,400,200,212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saarland","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7821,7518,7065,6711,6412,6344,6230,6097,6069,5664,5525,5364,5433
"Sachsen","Kälber bis einschließlich 8 Monate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170071,99955,90743,88933,91605,89159,80774,77900,81100,81340,79200,81799,75600,74946,72800,73500,71200,69757,75187,98129,95631,96261,96286,97130,100064,97861,95128,91902,89749,87940,87990
"Sachsen","Jungrinder über 8 Monate bis 1 Jahr, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79567,47946,37177,32109,34344,30671,25517,21200,20100,17167,16700,16880,15400,15598,14700,12700,12700,13727,14855,10746,9367,9213,9365,9152,9431,8438,8149,8176,7119,7193,6305
"Sachsen","Jungrinder über 8 Monate bis 1 Jahr, weiblich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97779,57081,51759,55756,59568,61208,60732,59800,60600,54595,49900,50921,47800,46830,45800,46900,45800,44775,47478,34464,32710,32677,32609,32842,33699,34419,33157,32758,31173,30586,30139
"Sachsen","Rinder 1 bis unter 2 Jahre, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113830,73580,50546,43836,43930,40117,35586,25800,23800,22342,22100,21429,21200,19544,17400,17300,16000,15416,17751,17290,17397,16021,15272,16641,16895,16294,15706,15253,14609,14154,14078
"Sachsen","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49609,20753,10531,8523,5261,3689,3489,3300,3000,2897,2700,2683,2300,2080,1700,1800,2200,2237,3749,3579,5052,5335,5639,5359,5226,5391,5925,5940,5631,5641,5030
